
Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 39, 59, 51, 77]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,39,17.029), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,1,65.115)]
Costo asociado: 175.802      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 24, 13, 31, 7, 25, 35, 53]
Aristas: [(1,63,54.406), (63,24,8.602), (24,13,7.616), (13,31,18.028), (31,7,5.831), (7,25,4.0), (25,35,8.944), (35,53,10.05), (53,1,73.171)]
Costo asociado: 190.648      Capacidad: 98.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 80, 49, 15, 9]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,80,6.325), (80,49,10.817), (49,15,20.224), (15,9,46.141), (9,1,95.859)]
Costo asociado: 258.981      Capacidad: 98.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 33, 5, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,33,10.0), (33,5,17.72), (5,55,38.079), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.894      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 27, 36, 66]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,27,15.0), (27,36,13.0), (36,66,11.18), (66,1,119.971)]
Costo asociado: 306.236      Capacidad: 63.0
--> Costo total: 2197.6839999999997          Capacidad total: 942.0
+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO +-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2084.321          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 259  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((63,13,10.198),1), ((13,24,7.616),1), ((9,7,20.881),1), ((7,25,4.0),1), ((55,34,14.318),2), ((34,16,7.071),2), ((1,65,71.847),2), ((65,47,12.042),2), ((55,65,21.633),1), ((65,16,15.264),1), ((1,34,82.492),1), ((34,47,15.556),1), ((48,57,9.22),3), ((57,70,5.657),3), ((21,58,11.18),3), ((58,62,8.062),3), ((48,58,21.401),2), ((58,70,31.765),2), ((21,57,30.364),2), ((57,62,37.736),2), ((20,27,12.207),4), ((27,36,13.0),4), ((21,58,11.18),4), ((58,62,8.062),4), ((20,58,12.806),3), ((58,36,29.833),3), ((21,27,25.06),3), ((27,62,25.02),3), ((75,40,9.487),5), ((40,61,2.236),5), ((1,60,74.061),5), ((60,79,15.033),5), ((75,60,21.19),4), ((60,61,21.024),4), ((1,40,58.138),4), ((40,79,38.118),4), ((74,37,15.0),6), ((43,52,9.22),6), ((43,74,17.088),5), ((37,52,14.0),5), ((42,26,4.243),7), ((26,1,84.959),7), ((10,20,39.357),7), ((20,27,12.207),7), ((42,20,19.647),6), ((20,1,101.833),6), ((10,26,32.202),6), ((26,27,30.017),6), ((64,12,6.708),8), ((12,35,10.44),8), ((80,53,8.0),8), ((53,29,2.828),8), ((64,53,15.524),7), ((53,12,11.402),7), ((80,12,18.385),7), ((12,29,14.213),7), ((25,7,4.0),9), ((7,9,20.881),9), ((64,12,6.708),9), ((12,35,10.44),9), ((25,12,12.53),8), ((12,9,33.422),8), ((64,7,21.633),8), ((7,35,12.649),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2057.896          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 260  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((55,34,14.318),1), ((34,16,7.071),1), ((1,65,71.847),1), ((65,47,12.042),1), ((48,57,9.22),2), ((57,70,5.657),2), ((21,58,11.18),2), ((58,62,8.062),2), ((48,58,21.401),1), ((58,70,31.765),1), ((21,57,30.364),1), ((57,62,37.736),1), ((20,27,12.207),3), ((27,36,13.0),3), ((21,58,11.18),3), ((58,62,8.062),3), ((20,58,12.806),2), ((58,36,29.833),2), ((21,27,25.06),2), ((27,62,25.02),2), ((75,40,9.487),4), ((40,61,2.236),4), ((1,60,74.061),4), ((60,79,15.033),4), ((75,60,21.19),3), ((60,61,21.024),3), ((1,40,58.138),3), ((40,79,38.118),3), ((74,37,15.0),5), ((43,52,9.22),5), ((43,74,17.088),4), ((37,52,14.0),4), ((42,26,4.243),6), ((26,1,84.959),6), ((10,20,39.357),6), ((20,27,12.207),6), ((42,20,19.647),5), ((20,1,101.833),5), ((10,26,32.202),5), ((26,27,30.017),5), ((64,12,6.708),7), ((12,35,10.44),7), ((80,53,8.0),7), ((53,29,2.828),7), ((64,53,15.524),6), ((53,12,11.402),6), ((80,12,18.385),6), ((12,29,14.213),6), ((25,7,4.0),8), ((7,9,20.881),8), ((64,12,6.708),8), ((12,35,10.44),8), ((25,12,12.53),7), ((12,9,33.422),7), ((64,7,21.633),7), ((7,35,12.649),7), ((76,21,2.0),9), ((58,62,8.062),9), ((58,76,10.44),8), ((21,62,11.402),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2049.094          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 261  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((48,57,9.22),1), ((57,70,5.657),1), ((21,58,11.18),1), ((58,62,8.062),1), ((20,27,12.207),2), ((27,36,13.0),2), ((21,58,11.18),2), ((58,62,8.062),2), ((20,58,12.806),1), ((58,36,29.833),1), ((21,27,25.06),1), ((27,62,25.02),1), ((75,40,9.487),3), ((40,61,2.236),3), ((1,60,74.061),3), ((60,79,15.033),3), ((75,60,21.19),2), ((60,61,21.024),2), ((1,40,58.138),2), ((40,79,38.118),2), ((74,37,15.0),4), ((43,52,9.22),4), ((43,74,17.088),3), ((37,52,14.0),3), ((42,26,4.243),5), ((26,1,84.959),5), ((10,20,39.357),5), ((20,27,12.207),5), ((42,20,19.647),4), ((20,1,101.833),4), ((10,26,32.202),4), ((26,27,30.017),4), ((64,12,6.708),6), ((12,35,10.44),6), ((80,53,8.0),6), ((53,29,2.828),6), ((64,53,15.524),5), ((53,12,11.402),5), ((80,12,18.385),5), ((12,29,14.213),5), ((25,7,4.0),7), ((7,9,20.881),7), ((64,12,6.708),7), ((12,35,10.44),7), ((25,12,12.53),6), ((12,9,33.422),6), ((64,7,21.633),6), ((7,35,12.649),6), ((76,21,2.0),8), ((58,62,8.062),8), ((58,76,10.44),7), ((21,62,11.402),7), ((63,13,10.198),9), ((24,31,13.454),9), ((63,24,8.602),8), ((13,31,18.028),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2045.8110000000001          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 262  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((20,27,12.207),1), ((27,36,13.0),1), ((21,58,11.18),1), ((58,62,8.062),1), ((75,40,9.487),2), ((40,61,2.236),2), ((1,60,74.061),2), ((60,79,15.033),2), ((75,60,21.19),1), ((60,61,21.024),1), ((1,40,58.138),1), ((40,79,38.118),1), ((74,37,15.0),3), ((43,52,9.22),3), ((43,74,17.088),2), ((37,52,14.0),2), ((42,26,4.243),4), ((26,1,84.959),4), ((10,20,39.357),4), ((20,27,12.207),4), ((42,20,19.647),3), ((20,1,101.833),3), ((10,26,32.202),3), ((26,27,30.017),3), ((64,12,6.708),5), ((12,35,10.44),5), ((80,53,8.0),5), ((53,29,2.828),5), ((64,53,15.524),4), ((53,12,11.402),4), ((80,12,18.385),4), ((12,29,14.213),4), ((25,7,4.0),6), ((7,9,20.881),6), ((64,12,6.708),6), ((12,35,10.44),6), ((25,12,12.53),5), ((12,9,33.422),5), ((64,7,21.633),5), ((7,35,12.649),5), ((76,21,2.0),7), ((58,62,8.062),7), ((58,76,10.44),6), ((21,62,11.402),6), ((63,13,10.198),8), ((24,31,13.454),8), ((63,24,8.602),7), ((13,31,18.028),7), ((8,11,14.56),15), ((72,1,62.032),15), ((8,72,22.204),13), ((11,1,54.083),13)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 72, 11]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,72,22.204), (72,11,8.062), (11,1,54.083)]
Costo asociado: 135.517      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 27, 36, 66, 70, 57, 48]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,27,12.207), (27,36,13.0), (36,66,11.18), (66,70,11.402), (70,57,5.657), (57,48,9.22), (48,1,103.479)]
Costo asociado: 311.419      Capacidad: 75.0
--> Costo total: 2049.321          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 263  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((75,40,9.487),1), ((40,61,2.236),1), ((1,60,74.061),1), ((60,79,15.033),1), ((74,37,15.0),2), ((43,52,9.22),2), ((43,74,17.088),1), ((37,52,14.0),1), ((42,26,4.243),3), ((26,1,84.959),3), ((10,20,39.357),3), ((20,27,12.207),3), ((42,20,19.647),2), ((20,1,101.833),2), ((10,26,32.202),2), ((26,27,30.017),2), ((64,12,6.708),4), ((12,35,10.44),4), ((80,53,8.0),4), ((53,29,2.828),4), ((64,53,15.524),3), ((53,12,11.402),3), ((80,12,18.385),3), ((12,29,14.213),3), ((25,7,4.0),5), ((7,9,20.881),5), ((64,12,6.708),5), ((12,35,10.44),5), ((25,12,12.53),4), ((12,9,33.422),4), ((64,7,21.633),4), ((7,35,12.649),4), ((76,21,2.0),6), ((58,62,8.062),6), ((58,76,10.44),5), ((21,62,11.402),5), ((63,13,10.198),7), ((24,31,13.454),7), ((63,24,8.602),6), ((13,31,18.028),6), ((8,11,14.56),14), ((72,1,62.032),14), ((8,72,22.204),12), ((11,1,54.083),12), ((78,4,7.28),9), ((30,1,59.405),9), ((78,30,22.091),8), ((4,1,48.104),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 72, 11]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,72,22.204), (72,11,8.062), (11,1,54.083)]
Costo asociado: 135.517      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

